id,type,src,dst,app,latency,message,ctime,size,buffer
54,LINK,53,2,SimpleCase,1.008727,M.B2,302.103756164,8727,19
54,LINK,53,2,SimpleCase,1.047096,M.B2,302.103756164,47096,20
54,LINK,53,2,SimpleCase,1.058016,M.B2,302.103756164,58016,21
54,LINK,53,2,SimpleCase,1.045113,M.B2,302.103756164,45113,22
60,LINK,47,2,SimpleCase,1.030188,M.H2,302.1963700869565,30188,23
60,LINK,47,2,SimpleCase,1.008175,M.H2,302.1963700869565,8175,24
60,LINK,47,2,SimpleCase,1.048544,M.H2,302.1963700869565,48544,25
74,LINK,41,2,SimpleCase,1.048424,M.V2,302.885399,48424,25
74,LINK,41,2,SimpleCase,1.008073,M.V2,302.885399,8073,26
74,LINK,41,2,SimpleCase,1.020403,M.V2,302.885399,20403,27
74,LINK,41,2,SimpleCase,1.055899,M.V2,302.885399,55899,28
55,LINK,51,2,SimpleCase,1.030457,M.C2,302.955521,30457,29
55,LINK,51,2,SimpleCase,1.002093,M.C2,302.955521,2093,30
55,LINK,51,2,SimpleCase,1.012121,M.C2,302.955521,12121,31
61,LINK,53,2,SimpleCase,1.053548,M.I2,303.15729628599996,53548,30
67,LINK,44,2,SimpleCase,1.035578,M.O2,303.90176962790696,35578,29
67,LINK,44,2,SimpleCase,1.044202,M.O2,303.90176962790696,44202,30
67,LINK,44,2,SimpleCase,1.034181,M.O2,303.90176962790696,34181,31
67,LINK,44,2,SimpleCase,1.035334,M.O2,303.90176962790696,35334,32
67,LINK,44,2,SimpleCase,1.055258,M.O2,303.90176962790696,55258,33
58,LINK,49,2,SimpleCase,1.055772,M.F2,304.007824,55772,32
58,LINK,49,2,SimpleCase,1.033914,M.F2,304.007824,33914,33
58,LINK,49,2,SimpleCase,1.020024,M.F2,304.007824,20024,34
58,LINK,49,2,SimpleCase,1.017725,M.F2,304.007824,17725,35
58,LINK,49,2,SimpleCase,1.018885,M.F2,304.007824,18885,36
58,LINK,49,2,SimpleCase,1.057199,M.F2,304.007824,57199,37
57,LINK,50,2,SimpleCase,1.032972,M.E2,304.0996034897959,32972,38
57,LINK,50,2,SimpleCase,1.048109,M.E2,304.0996034897959,48109,39
57,LINK,50,2,SimpleCase,1.058379,M.E2,304.0996034897959,58379,40
64,LINK,53,2,SimpleCase,1.036482,M.L2,304.196170539,36482,39
64,LINK,53,2,SimpleCase,1.038866,M.L2,304.196170539,38866,40
71,LINK,42,2,SimpleCase,1.03112,M.S2,304.3798513658537,31120,40
